id,firstname,lastname,Random Integer,Random Float,Random Double
4347,Ursulina,Raffo,464,438.03,1521.5
4348,Kamilah,Kosey,393,110.76,2153.8
4349,Mignon,Lorain,422,42.7,5144.9
4350,Merle,Giule,160,635.19,982.2
4351,Margette,Yam,463,494.85,6822.2
4352,Sabina,Suanne,599,874.09,5382.5
4353,Yetty,Christal,188,404.22,7093.3
4354,Pollyanna,Kunin,90,115.55,9731
4355,Oralee,Podvin,327,622.58,3017
4356,Tressa,Kat,941,401.95,5281.1
4357,Adore,Jaylene,985,283.05,9732
4358,Adele,Valoniah,520,448.27,9065.6
4359,Claresta,Rurik,510,651.6,7969.3
4360,Lusa,Pandolfi,898,808.3,6820.8
4361,Bernie,Liebermann,763,367.29,9928.5
4362,Kamilah,Wenoa,337,878.7,7142
4363,Melanie,Clara,660,319.59,6375.4
4364,Cecile,Noman,533,493.49,7704.4
4365,Jorry,Mauer,81,392.96,1782
4366,Evaleen,Donell,961,470.74,2878.4
4367,Hallie,Stanwood,650,713.68,6691.4
4368,Evita,Thomasina,951,401.87,2690.4
4369,Cassandra,Horan,53,151.27,8902.6
4370,Sindee,Fontana,834,287.63,5943.8
4371,Briney,O'Carroll,726,43.76,1437.5
4372,Marylou,Longfellow,388,314.08,3260.2
4373,Carly,Kendrick,446,368.6,8402.4
4374,Rivalee,Fiann,159,554.33,6901.2
4375,Sadie,Wadell,646,608.58,6811.6
4376,Raquela,Anis,936,776.27,2326.4
4377,Laure,Ade,884,956.7,5408.3
4378,Ekaterina,Ranjiv,767,770.98,8765.4
4379,Zsa Zsa,Marisa,333,601.87,4788.3
4380,Ofilia,Telfer,127,53.79,17.1
4381,Kathy,Raul,930,231.48,1751.2
4382,Rosene,Amethist,144,160.88,3341.6
4383,Louella,Kirstin,698,923.7,2770.9
4384,Beth,Zrike,57,156.49,2664.3
4385,Andeee,Etom,68,945.82,9546.4
4386,Leontine,Stevy,605,885.78,3450.2
4387,Randa,Loring,792,163.99,8795.2
4388,Aubrie,Slifka,312,288.8,1995.5
4389,Ann-Marie,Shaddock,756,802.51,5371.9
4390,Alexine,Deegan,33,284.84,8077.8
4391,Carree,Narton,829,858.1,1171.5
4392,Gaylene,Ambrosia,770,254.85,4729.7
4393,Ileana,Pierette,389,696.72,9247.6
4394,Sharai,Kat,988,336.36,4881.2
4395,Nita,Harriman,1000,552.46,4389.8
4396,Tilly,Raffo,863,45.86,8495.2
4397,Phylis,Sacken,603,773.88,8617.8
4398,Danika,Tillford,215,113.22,1112.8
4399,Alyssa,Letsou,602,516.6,4879.5
4400,Blondelle,Elvyn,572,768.43,2940.6
4401,Donetta,Stover,21,46.77,7379
4402,Marika,Alwin,204,676.12,4065.8
4403,Tilly,Vorster,805,142.2,8435.3
4404,Glynnis,Korey,874,752.32,6633.2
4405,Cecile,Hanshaw,332,620.91,4446.3
4406,Fred,Remmer,321,602.81,8381.9
4407,Harmonia,Sperling,223,179.58,5526.6
4408,Evaleen,Jehu,290,805.05,9665.2
4409,Deedee,Romelda,431,595.34,7058.8
4410,Kirbee,Constancy,427,547.9,8059.9
4411,Sidoney,Nance,498,313.33,5609.9
4412,Adore,Faso,347,195.1,6516.1
4413,Modestia,Quinn,571,501.72,6506.5
4414,Emmey,Randene,577,280.85,1749.2
4415,Flory,Smitt,798,966.51,9822.2
4416,Brietta,Trinetta,904,484.67,4375.3
4417,Tami,Albertine,974,589.36,2642.3
4418,Max,Bates,694,179.17,6238.1
4419,Moyna,Gordon,978,799.14,4543.7
4420,Melisent,Tybald,576,600.87,2548.3
4421,Marti,Lacombe,61,319.84,6681.3
4422,Agnese,Angelis,909,968.88,1633.6
4423,Evita,Mathilde,715,938.31,5882.2
4424,Kerrin,Edee,163,61.43,9844.1
4425,Nita,Olnee,702,266.45,4103.6
4426,Deane,Stelle,650,460.39,4244
4427,Nadine,Paton,17,126.5,9631.5
4428,Merci,Oscar,644,813,73.3
4429,Lolita,Valoniah,202,821.57,9940.5
4430,Sashenka,Rebecka,376,316.31,5744.5
4431,Darci,Zrike,927,386.23,850.6
4432,Sissy,Junie,831,715.57,232.1
4433,Catharine,Erich,352,255.76,5876.5
4434,Georgina,Ephrem,672,409.36,2706.5
4435,Oona,Codding,727,426.56,9291
4436,Paulita,Kauppi,141,847.18,7803
4437,Nataline,Ariella,608,632.84,9098.9
4438,Orsola,Lacombe,135,674.08,4222.1
4439,Joeann,Virgin,885,224.52,3829.2
4440,Vonny,Alisia,616,274.62,326
4441,Elise,Hubert,45,567.2,5565.4
4442,Babita,Angelis,122,412.17,8444
4443,Rori,Thad,647,652.31,6711.5
4444,Nannie,Kelula,28,168.81,3651.2
4445,Modestia,Amasa,591,978.81,1423.7
4446,Christal,Peg,734,413.21,409.7
4447,Sadie,Eno,4,396.46,9219.1
4448,Eolanda,Delacourt,898,179.25,4944.1
4449,Gertrud,Standing,298,950.05,3028.5
4450,Ekaterina,Marsden,687,248.66,6301.1
4451,Marnia,Rebecka,185,111.99,1920.6
4452,Wynne,Hessler,593,680.5,1521.8
4453,Layla,Faust,299,328.25,5849.1
4454,Molli,Kristi,81,201.57,1602.5
4455,Giustina,Papageno,833,65.77,6439.4
4456,Yvonne,Gherardo,683,625.06,519.8
4457,Nataline,Guthrie,289,583.3,4874.6
4458,Lenna,Regan,595,265.68,8801.2
4459,Lulita,Lattie,914,500.95,7689.1
4460,Jean,Yusuk,576,573.77,5652
4461,Candy,Dulciana,383,292.35,358
4462,Dale,Japeth,210,698.73,704.2
4463,Ana,Marden,325,832.17,1992.9
4464,Vanessa,Nedrud,999,230.03,6879.7
4465,Jacenta,Garlinda,140,178.15,5090
4466,Ashlee,Zrike,574,292.87,7099.3
4467,Florie,Alabaster,451,668.82,7944.9
4468,Mireielle,Reidar,639,61.25,8580.2
4469,Hildegaard,Emanuel,691,220.08,8994.5
4470,Theodora,Ball,807,172.18,3669.4
4471,Rebeca,Anis,16,999.23,2470.4
4472,Renie,Schroth,454,30.05,1455.2
4473,Aurelie,Schwejda,23,634.85,164.7
4474,Jennica,Rhu,84,206.66,7504
4475,Estell,Nore,973,623.54,4228.3
4476,Robinia,Guildroy,331,590.45,7753.1
4477,Genovera,Vernier,252,480.01,7647.7
4478,Mallory,Colyer,446,392.96,228.5
4479,Patricia,Margarete,127,691.06,4462.1
4480,Christal,Roarke,437,836.56,6508.3
4481,Amara,Sekofski,798,897.72,8368.3
4482,Carol-Jean,Alrich,14,304.78,5436.8
4483,Winifred,Edison,356,39.11,695.4
4484,Mureil,Pattin,254,633.77,8643.1
4485,Gabriellia,Corabella,929,400.16,5748.6
4486,Rubie,Catie,591,757.52,6757.7
4487,Karolina,Kalinda,839,944.6,6453.4
4488,Joy,Vilma,219,409.19,5269.1
4489,Wileen,Giff,471,240,4274.1
4490,Catharine,Vacuva,774,380.29,7673.5
4491,Sabina,Martsen,468,239.57,7596.9
4492,Grier,Shama,172,962.2,1854.2
4493,Allyce,Cristi,463,90.52,2.2
4494,Viki,Michella,898,525.87,6371.4
4495,Pamella,Donoghue,371,216.43,4234
4496,Melanie,Rhu,772,512.42,9964.9
4497,Caritta,Koziara,711,391.92,5337.9
4498,Nollie,Ogren,130,439.19,8271.9
4499,Tera,Monk,704,878.42,2232.1
4500,Gisela,Kesley,39,144.31,9340.7
4501,Teriann,Afton,522,648.18,1825.8
4502,Kristan,Mullane,929,733.53,4620.3
4503,Veda,Diogenes,642,110.99,1072.9
4504,Amara,Socha,843,886.04,9119.4
4505,Nerta,Haymes,204,910.89,5417.3
4506,Bill,Garek,164,778.24,1737.3
4507,Paulita,Briney,411,694.49,2097.6
4508,Sadie,Palocz,734,626.07,1981.5
4509,Jasmina,Ruvolo,647,285.32,9709.5
4510,Sharlene,Craggie,472,3.18,8142.2
4511,Roz,Elbertina,46,579.13,2614
4512,Melina,Wenoa,976,817.01,1500.9
4513,Belinda,Dimitris,208,985.06,5725.9
4514,Rosene,Luhe,927,970.44,4214
4515,Gerianna,Riva,5,944.3,5428.2
4516,Olivette,Christine,765,169.85,7451.1
4517,Hyacinthe,Euridice,886,652.28,4965.8
4518,Shaine,Bethany,331,36.61,703.4
4519,Darci,Amadas,843,185.92,7704.5
4520,Micheline,Margret,495,19.79,7933.4
4521,Mildrid,Blake,40,318.69,56.3
4522,Dari,Juan,332,782.97,5535.1
4523,Nonnah,Stuart,162,591.04,5494.7
4524,Valli,Ellord,363,143.41,5158
4525,Magdalena,Nance,285,894.93,808.7
4526,Gabriellia,Campball,406,155,4678.1
4527,Louella,Dorcy,448,546.77,2537.5
4528,Carree,Edvard,693,827.25,9020.3
4529,Laure,Abernon,981,429.72,7792.5
4530,Bernie,Delila,762,760.54,590.9
4531,Ofilia,Stilwell,125,868.1,1100.8
4532,Rosabelle,Francyne,640,944.73,1470.7
4533,Dawn,Yuille,375,16.32,150.6
4534,Lily,Haymes,789,17.16,7417.2
4535,Shaine,Israeli,949,972.21,6880.6
4536,Ariela,Alfons,410,154,8715.9
4537,Sashenka,Niccolo,610,428.33,6830.8
4538,Nessie,Tillford,776,873.7,2443.4
4539,Natka,Shanley,440,449.48,2518.6
4540,Janeczka,Forrer,525,422.44,1374.3
4541,Calla,Sherrie,767,771.35,3674.4
4542,Aurore,Anton,981,649.6,305.2
4543,Bibby,Damarra,470,990.31,194.1
4544,Gilda,Meter,148,658.06,3219.6
4545,Belva,Brittani,900,160.4,1950.8
4546,Jenda,Vivle,968,662.04,1005.2
4547,Babita,Stacy,707,280.45,8250.4
4548,Quintina,Decato,215,105.92,8216.7
4549,Briney,Leffen,394,403.49,9052.4
4550,Gratia,Gibbeon,982,774.68,3036.8
4551,Ursulina,Hathaway,16,795.31,1808.6
4552,Alameda,Secrest,316,830.05,1889.8
4553,Siana,Swanhildas,202,128.41,1277
4554,Bobinette,Azeria,269,938.85,1528
4555,Gianina,Sasnett,154,912.71,3499.8
4556,Binny,Kenwood,664,241.93,6916.5
4557,Elmira,Kevon,954,577.74,5722.9
4558,Ebonee,Chabot,224,827.93,7191.2
4559,Elie,Chandler,502,596.54,695
4560,Dolli,Schalles,68,49.45,6281.9
4561,Agnese,Deegan,464,659.19,5637.7
4562,Jessy,Grayce,620,135.82,9434.9
4563,Laurene,Oneida,475,33.72,4667.9
4564,Lindie,Cyrie,306,827.09,3069.5
4565,Catharine,Pond,327,87.1,4947.6
4566,Regina,Lewes,545,805.78,8323.1
4567,Lexine,Waite,556,770.49,3531.2
4568,Georgina,Maryanne,731,486.21,6058.6
4569,Feliza,Tayib,566,777.99,756
4570,Sybille,Ahab,820,371.89,1146.4
4571,Trudie,Mendez,286,922.47,3179.5
4572,Gerianna,Middleton,410,692.12,738.7
4573,Christian,O'Rourke,684,317.84,2695.8
4574,Sibella,Campball,813,991.49,8117.4
4575,Celestyna,My,586,554.49,6595.3
4576,Dulce,Kinnard,502,559.41,9851.7
4577,Myriam,Kevon,757,452.95,2175.5
4578,Dorene,Mott,453,494.12,7521.2
4579,Mahalia,Jotham,774,39.27,6064.9
4580,Kimmy,Standing,272,693.12,1227.4
4581,Dotty,Weide,459,99.11,571.9
4582,Renae,Ahab,43,589.09,2574.5
4583,Meriel,Ackerley,579,288.59,6392
4584,Deane,Haldas,804,385.98,7134.8
4585,Leeanne,Dominy,743,922.37,2841.8
4586,Wilma,Kirstin,20,122.21,1894.8
4587,Jolyn,Gaspard,284,624.85,6897
4588,Feliza,Whittaker,785,642.37,7109.2
4589,Meg,Mallon,83,738.27,7929.2
4590,Cherrita,Grosz,886,841.41,7825.2
4591,Corene,Desai,300,52.34,8360.9
4592,Alex,Freddi,659,772.53,2516.9
4593,Tilly,Dex,455,906.48,5768
4594,Neila,Pearse,222,61.65,4258.9
4595,Dale,Harday,900,117.85,9420.4
4596,Debee,Juliet,587,472.36,9828.3
4597,Ileana,Kravits,847,475.06,1122.6
4598,Nanete,Neils,117,583.96,9892.8
4599,Allis,Adalbert,873,880.93,5918.1
4600,Michaelina,Dahlia,826,588.92,311.4
4601,Averyl,Narton,891,383.05,6266
4602,Elyssa,Raffo,501,76.64,8385.7
4603,Sissy,Kiersten,533,181.01,7310.6
4604,Kenna,Cristi,280,853.8,1185.3
4605,Cacilie,Poppy,86,311.86,740.5
4606,Anestassia,Boehike,462,194.45,6134.2
4607,Fred,Screens,477,664.49,3289.3
4608,Valera,Louanna,67,766.27,8340.3
4609,Maridel,Harday,982,357.44,655.1
4610,Stephanie,Erb,946,772.49,1617.3
4611,Berget,Cadmar,425,506.36,7661.2
4612,Brandise,Aloise,512,528.74,6614.3
4613,Gloria,Maroney,655,146.54,8716.1
4614,Henriette,Callista,853,55.86,6409
4615,Millie,Ader,611,43.31,2008
4616,Sam,Toor,561,320.67,5297.6
4617,Jinny,Eno,118,605.33,5374.9
4618,Bee,Winnick,306,888.08,6112
4619,Andeee,Zuzana,365,935.18,3586.7
4620,Ethel,Riva,361,152.51,1014.2
4621,Gertrud,Regan,173,327.28,5671.6
4622,Reeba,Elo,434,229.28,7476.3
4623,Daryl,Palocz,863,341.49,817.1
4624,Rivalee,Bertold,88,992.75,8187.8
4625,Maisey,Shields,99,462.03,5362.3
4626,Merci,Odell,801,852.59,1221.9
4627,Consuela,Destinee,188,164.27,6712.3
4628,Leia,Ammann,358,596.72,5835.9
4629,Robbi,Leifeste,768,125.07,2291.2
4630,Paule,Wallis,423,882.72,8909.2
4631,Concettina,Greenwald,777,717.55,7940.5
4632,Corly,Lacombe,965,986.13,9872.9
4633,Cathyleen,Masao,14,473.24,8798.8
4634,Anestassia,McCutcheon,270,454.56,153.4
4635,Shaine,Philoo,359,43.76,8368.7
4636,Sherrie,Rillings,162,640.08,2792.2
4637,Theodora,Rugen,210,43.76,9241.9
4638,Darci,Allys,575,53.42,1872.3
4639,Jasmina,Ashok,875,458.22,1231.5
4640,Dulce,Gibbeon,893,790.47,8192.6
4641,Ana,Kronfeld,543,561.19,7337.3
4642,Odessa,Tryck,388,73.68,3795.2
4643,Jinny,Goth,674,735.59,9723.8
4644,Elise,Donell,588,269.23,6402.3
4645,Eve,Abernon,255,894.68,343.3
4646,Deedee,Reneta,770,8.49,6962.6
4647,Maurene,Rad,659,141.87,8565.8
4648,Kary,Destinee,406,51.99,7923
4649,Mary,Ashely,837,134.78,4994.7
4650,Deane,Riva,504,245.33,371.3
4651,Lauryn,Casimir,982,89.05,8905
4652,Lusa,Zina,793,333.14,5526.3
4653,Hildegaard,Hoenack,79,247.89,78.2
4654,Moyna,Jeanne,644,933.11,8622
4655,Daryl,Kendrick,925,933.13,4277
4656,Shirlee,Amand,688,966.02,818.2
4657,Ermengarde,Danby,235,272.3,5310.8
4658,Nicoli,Lindemann,717,485.27,3491.9
4659,Regina,Tengdin,734,991.84,890.7
4660,Cacilie,Orlene,853,435.47,1759.9
4661,Jeanna,Guthrie,458,629.36,4886.3
4662,Leontine,Tamsky,736,747.42,7729.8
4663,Darci,Lenny,905,573.39,6055.2
4664,Daphne,Hieronymus,408,203.43,10001
4665,Ada,Bonilla,222,601.33,7816
4666,Jan,Mata,736,967.96,1412.5
4667,Marylou,Stav,491,948.16,1504.4
4668,Aimil,Cohdwell,988,92.5,3252.9
4669,Julieta,Hoban,439,272.15,4203.8
4670,Glynnis,Seagraves,526,295.23,1879
4671,Rani,Kimmie,592,242.53,2146.4
4672,Belva,Kevon,802,298.36,2594.5
4673,Cam,Vastah,273,467.87,9026.8
4674,Karlee,Corilla,555,146.01,5049
4675,Carree,Garbe,915,494.1,5090.8
4676,Kimmy,Lynn,416,433.73,3563.1
4677,Sam,Korey,767,805.5,7891.1
4678,Kirstin,Howlyn,437,147.53,7488.5
4679,Agathe,Redmond,896,401.36,3273.4
4680,Roberta,Durware,659,520.69,7601.8
4681,Ulrike,Bashemeth,328,938.9,3311.5
4682,Ketti,Oster,307,689.55,9139.7
4683,Marguerite,Karna,896,250.05,8560.2
4684,Dode,Jalbert,704,507.82,3186.9
4685,Andree,Remmer,458,1000.64,760.2
4686,Aurelie,Malvino,387,42.64,608.6
4687,Aeriela,Kendrick,187,269.31,4124.9
4688,Emylee,Fitzsimmons,475,659.41,1562.3
4689,Brena,Minetta,688,654.36,7127.4
4690,Lucille,Stoller,472,869.62,187.6
4691,Ninnetta,Decato,128,418.02,8705.9
4692,Pollyanna,Hessler,455,832.42,5013.2
4693,Correy,Brady,55,490.78,476.4
4694,Amalie,Ricarda,405,38.06,4212
4695,Jolyn,Dreda,5,467.98,8642.8
4696,Emilia,Joni,337,378.78,1035.3
4697,Chere,Pattin,659,922.84,1281.3
4698,Concettina,Wooster,514,328.8,8457.9
4699,Yolane,Gino,279,766.84,7974.7
4700,Miquela,Latini,395,604.37,1246
4701,Kaia,Yate,433,480.84,9674.1
4702,Ivett,Maples,350,4.65,945.2
4703,Merle,LaRue,412,65.94,7728.3
4704,Bobinette,Gilbertson,262,991.39,9232
4705,Goldie,Rosalba,549,934.84,6252.2
4706,Rosanne,Myrilla,536,591.3,5419.6
4707,Therine,Chobot,675,937.29,8488.2
4708,Agnese,Heidt,357,538.66,7419.1
4709,Nikki,Hedve,192,346.43,8337.2
4710,Ermengarde,Amand,818,216.27,369.5
4711,Jeanna,Dorine,988,509.05,940.8
4712,Pearline,Frendel,757,244.07,8741.5
4713,Clementine,Tjon,225,320.95,992.8
4714,Nickie,Faso,751,512.55,176.2
4715,Sue,Pyle,21,332.94,2887
4716,Olwen,Bettine,435,986.98,4714.3
4717,Liana,Paine,846,568.22,4960.5
4718,Ginnie,Schonfeld,302,752.03,2894.3
4719,Brooks,Lia,90,905.61,6598.8
4720,Phedra,Ariella,614,100.36,8551.4
4721,Fanny,Cynar,560,426.5,4643.2
4722,Mireielle,Seligman,582,497.77,2072.6
4723,Theodora,Chabot,794,586.42,1368.9
4724,Brynna,Autrey,960,554.02,1481.4
4725,Sonni,Howlyn,533,720.78,8454.5
4726,Morganica,Voletta,582,458.76,4042.1
4727,Carmencita,Fancie,908,132.94,6439.4
4728,Carmela,Prouty,419,867.06,8369.3
4729,Orsola,Edvard,427,176.51,423.3
4730,Cyb,Cassius,632,415.28,2680.5
4731,Maye,Sholley,429,631.93,6496.3
4732,Henriette,Kunin,35,91.18,3345.2
4733,Binny,Fillbert,486,172.12,8553.9
4734,Belinda,Rebecka,435,473.11,2773.8
4735,Neila,Marsden,730,670.46,7952.2
4736,Marguerite,Sancho,423,767.87,2919.6
4737,Elie,Sharl,873,701.62,5205.3
4738,Nikki,Eiser,341,6.73,1218.3
4739,Paulita,Skurnik,299,104.23,9723.9
4740,Melisent,Jacobah,472,954.58,3881.2
4741,Madalyn,Milde,465,352.54,3767.1
4742,Marline,Anyah,963,499.73,2782.9
4743,Letizia,Tice,779,454.21,1777.6
4744,Cristine,Kress,331,174.13,7714.9
4745,Leona,Gaynor,145,822.53,7251.4
4746,Raina,Cassius,777,730.84,7776.6
4747,Bobinette,Charmine,890,829.8,5824
4748,Kial,Zeeba,914,260.27,5679
4749,Lusa,Albertine,182,108.55,2753.1
4750,Ottilie,Aloise,821,794.76,5671.3
4751,Karena,Granoff,484,230.91,969.1
4752,Gaylene,Pearse,512,699.76,3925
4753,Shirlee,Keelia,844,552.35,6859.4
4754,Adele,Wiener,800,286.65,1426.9
4755,Marnia,Si,922,391.31,8838.9
4756,Meg,Zuzana,370,976.65,7487.2
4757,Katuscha,Means,684,645.82,5713.3
4758,Ileana,Rese,235,979.08,4771.4
4759,Myriam,Eldrid,727,346.13,8271.8
4760,Alex,Tomasina,318,203.01,6912.9
4761,Zondra,Havens,701,544.19,9791.8
4762,Doralynne,Mike,85,680.39,34.9
4763,Kial,Fabiola,317,694.49,1203.8
4764,Micheline,Bobbee,998,928.89,2449.8
4765,Mathilda,Azeria,751,362.84,8402.3
4766,Regina,Ciro,94,559.68,7003.7
4767,Dulcinea,Gilmour,538,311.93,1762.9
4768,Randa,Pettiford,910,831.75,3250.2
4769,Oralee,Marden,987,828.63,312.4
4770,Sara-Ann,Gombach,58,590.04,5945.4
4771,Clementine,Grimbly,24,273.63,4438.2
4772,Flory,Shirberg,711,348.6,5011.1
4773,Siana,Corabella,587,416.59,3673.6
4774,Roberta,Posner,773,505.7,6040
4775,Maye,Felecia,692,35.12,7530.7
4776,Siana,Donell,305,639.48,4323.9
4777,Kial,Jobi,701,274.82,6199.6
4778,Jolyn,Graig,171,143.11,8279
4779,Brianna,Rustice,120,633.33,3979.2
4780,Jenilee,Sallyann,329,522.34,7690.5
4781,Ileana,Trinetta,172,243.38,912.2
4782,Doro,Stilwell,785,711.32,807.9
4783,Roxane,Seumas,689,229.5,1497.4
4784,Margarette,Izaak,852,62.35,6023.8
4785,Teddie,Velick,598,902.45,1327.7
4786,Daphne,Magnolia,354,90.62,4461.8
4787,Latisha,Minetta,609,968.71,9754.9
4788,Jorry,Shama,236,622.95,2703.8
4789,Magdalena,Auberbach,510,631.48,1238.6
4790,Wynne,Raychel,591,341.73,3990.3
4791,Cristine,Teryn,220,889.25,1313.8
4792,Rori,Shelba,439,594.69,7215.8
4793,Kimmy,Kunin,125,937.29,7785
4794,Dominga,Land,634,409.75,1176.9
4795,Nadine,Eno,29,25.71,8606.4
4796,Althea,Wittie,769,428.87,4965.9
4797,Bettine,Bates,321,178.67,2061.9
4798,Belinda,Sadowski,815,349.47,4059
4799,Tomasina,Rhu,762,242.17,7389.6
4800,Ileana,Silvan,515,151.28,3621.9
4801,Mariann,Hamil,292,157.34,3128.3
4802,Fidelia,Karylin,242,377.71,1929.1
4803,Hildegaard,Hachmin,634,386.39,3861.3
4804,Jacquetta,Ciro,885,69.72,5134.4
4805,Tilly,Terencio,771,909.23,8655.6
4806,Hollie,Fink,691,115.11,9072.6
4807,Paule,Sallyann,172,825.4,3231
4808,Emelina,Iaverne,48,207.64,1587.2
4809,Christal,Stoller,171,574.29,7344.2
4810,Ada,Daniele,214,50.42,4666.6
4811,Charissa,Fry,4,18.24,3231.6
4812,Delilah,McClimans,382,971.14,4679.2
4813,Roslyn,Natica,710,614.96,1780.2
4814,Melanie,Greenwald,789,823.79,1875.1
4815,Lorne,Kimmie,493,300.2,9337.6
4816,Alleen,Hazlett,950,352.6,6110.2
4817,Wilma,Burkle,408,197.84,4659.1
4818,Asia,Mike,891,676.58,9806.2
4819,Barbara,Tound,140,449.59,2126
4820,Carolina,Yusuk,265,303.09,10.4
4821,Claresta,Zrike,73,947.7,4464.4
4822,Konstance,Peti,729,660.78,3198.2
4823,Tabbatha,Hermes,483,493.75,8785.7
4824,Annecorinne,Valerio,488,132.97,7439.4
4825,Caryl,Vastah,578,68.67,6510.3
4826,Deedee,Janith,428,519.54,6284.7
4827,Ricky,Center,791,328.74,6570.8
4828,Brianna,Odysseus,462,804.22,343.5
4829,Clarice,Thunell,647,12.52,4738.3
4830,Nicoli,Dalli,21,845.37,5703.2
4831,Marinna,Joseph,241,476.47,8598
4832,Helena,Adlare,125,876.9,1151.7
4833,Aimil,Weinreb,907,724.36,5333.5
4834,Luci,Franza,563,577.29,3251.1
4835,Dorice,Lenny,367,171.61,8833.6
4836,Tressa,Septima,747,714.26,1932
4837,Albertina,Kathie,199,331.13,2005.5
4838,Wendi,Bebe,409,585.04,6224.2
4839,Beth,Robertson,1000,223.01,1475.8
4840,Dale,Felizio,997,127.64,505.1
4841,Amara,Sherfield,655,28.89,7999.8
4842,Joane,Ivens,546,676.43,6584.8
4843,Vonny,Bearnard,197,816.2,1424.2
4844,Maisey,Dominy,942,228,7709.7
4845,Kimberley,Heisel,223,856.21,2309.4
4846,Alameda,Brady,958,9.19,2555.3
4847,Tatiania,Mayeda,361,240.55,8657.4
4848,Sara-Ann,Salvidor,883,199.99,9835.5
4849,Jobi,Janith,541,625.26,1706.6
4850,Myrtice,Dielu,628,280.11,3062.4
4851,Mallory,Rocray,703,419.04,1116.7
4852,Taffy,Fennessy,230,773.78,3620
4853,Marleah,Bouchard,327,913.26,7984.4
4854,Gavrielle,Sallyann,491,126.39,5415.4
4855,Judy,Tomasina,20,11.82,87.9
4856,Winifred,Maribeth,776,855.17,7591.7
4857,Benita,Cloris,923,421.99,6653.4
4858,Sallie,Cassius,938,253.28,6270.1
4859,Agathe,Septima,613,597.17,9865.7
4860,Marnia,Morrill,200,671.37,4500.1
4861,Agathe,Goerke,228,180.52,4613
4862,Rhea,Maxi,107,495,1274.5
4863,Jsandye,Kathie,104,520.7,6530.5
4864,Eadie,Wooster,159,747.61,5931.4
4865,Angela,Stuart,536,210.54,8827.5
4866,Catharine,Klotz,691,65.84,2205.7
4867,Siana,Dorcy,440,173.69,3234.1
4868,Roz,Lorain,45,317.19,3419.7
4869,Corry,Ursulette,806,22.33,7997.9
4870,Dolli,Elo,254,594.8,803
4871,Candy,Yate,285,330.03,5269.7
4872,Maye,Christine,385,689.97,6452.2
4873,Consuela,Primalia,518,416.26,4421
4874,Gratia,Colleen,777,264.83,6807
4875,Sallie,Dannye,347,401.62,5937.1
4876,Barbara,Charity,74,464.76,3641.4
4877,Drucie,Llovera,882,143.77,9567.5
4878,Harmonia,Michella,240,864.81,7513.7
4879,Lesly,Schlosser,637,100.57,4363
4880,Andree,Deny,643,222.19,2830.5
4881,Shandie,Wandie,151,215.93,5708.2
4882,Adriana,Freddi,11,676.41,2701.1
4883,Janenna,Jenness,419,621.85,1108.1
4884,Ernesta,Rosalba,896,425.7,8883.1
4885,Sam,Heisel,964,658.83,32.5
4886,Aryn,Fitzsimmons,837,891.64,9191.2
4887,Ricky,Ricki,233,133.3,9283.3
4888,Gerianna,Kress,458,837.44,5540.9
4889,Marti,Abbot,55,267.19,1268.8
4890,Gerrie,Wind,158,715.58,9005.7
4891,Romona,Yoko,259,631.88,7610.9
4892,Rosanne,Audly,36,292.2,5607.9
4893,Regina,Keelia,655,699.64,1495.6
4894,Ninnetta,Connelly,309,191.16,3520.1
4895,Ruthe,Argus,914,804.43,3046.9
4896,Calla,Tippets,218,837.02,1134.6
4897,Sissy,Hartnett,728,577.32,5671.3
4898,Korrie,Tufts,789,53.44,742.2
4899,Larine,Alwin,200,642.67,314.2
4900,Misha,Luhe,974,96.07,6269.6
4901,Melisent,Presber,905,707.15,7597.5
4902,Barbara,Bluh,709,767.84,2107.8
4903,Cordi,Delila,420,757.08,1974.6
4904,Hope,Kathie,388,214.49,8054.6
4905,Micheline,Ax,845,236.62,5673.3
4906,Candy,Eliathas,569,65.72,2399.4
4907,Evaleen,Podvin,781,354.65,9305.1
4908,Lulita,Juliet,912,756.49,5321
4909,Talya,Hazlett,577,598.89,2379.1
4910,Anallese,Doig,122,417.74,8292.9
4911,Mary,Richers,265,176.04,6635.9
4912,Alejandra,Abbot,209,1.33,5102.1
4913,Nananne,Standing,557,405.31,5811.7
4914,Deloria,Soneson,227,52.56,8584
4915,Marika,Erskine,303,690.77,9525.2
4916,Ginnie,Maurine,977,818.56,9346.7
4917,Danika,Bartlett,128,827.36,9891.5
4918,Binny,Junie,86,694.54,853.3
4919,Joane,Concha,705,1.03,5475.3
4920,Karolina,Fry,773,715.65,8166
4921,Jackie,Alice,227,193.36,3422.9
4922,Aaren,Anis,990,777.92,9402.3
4923,Wilma,Gale,193,10.57,6220.8
4924,Jackie,Dom,454,800.61,9233.8
4925,Caressa,Ries,140,979.39,1789.5
4926,Nannie,Dichy,947,197.53,5788.7
4927,Heddie,Anyah,743,230.74,6098.7
4928,Alyssa,Kolnick,781,790.94,5244.7
4929,Kelly,O'Neill,248,394.64,1637.7
4930,Harmonia,Septima,913,198.11,428.8
4931,Vinita,Melleta,632,822.13,7317.5
4932,Annora,McClimans,826,23.05,1509.8
4933,Adelle,Hartnett,199,927.38,6198.3
4934,Shell,Bonucci,497,709.01,9204.1
4935,Karolina,Carvey,314,740.21,8364.3
4936,Nyssa,Ciro,248,675.21,8755.6
